"depth","age","d13c","d18o","auth"
NA,24944,0.729,1.649,"Palike"
NA,24950,0.395,1.573,"Palike"
NA,24951,0.376,1.802,"Palike"
NA,24952,0.502,1.863,"Palike"
NA,24953,0.63,1.817,"Palike"
NA,24955,0.333,1.591,"Palike"
NA,24961,0.336,1.547,"Palike"
NA,24963,0.5,1.781,"Palike"
NA,24967,0.337,1.446,"Palike"
NA,24972,0.512,1.404,"Palike"
NA,24979,0.31,1.26,"Palike"
NA,24985,0.38,1.361,"Palike"
NA,24988,0.241,1.312,"Palike"
NA,24990,0.332,1.573,"Palike"
NA,24991,NA,1.61,"Palike"
NA,24992,0.494,1.451,"Palike"
NA,24999,0.263,1.323,"Palike"
NA,25004,0.447,1.427,"Palike"
NA,25005,0.335,1.512,"Palike"
NA,25008,0.517,1.406,"Palike"
NA,25013,0.724,1.518,"Palike"
NA,25020,0.444,1.536,"Palike"
NA,25026,0.609,1.661,"Palike"
NA,25033,0.567,1.578,"Palike"
NA,25035,0.46,1.77,"Palike"
NA,25037,0.676,1.576,"Palike"
NA,25043,0.824,1.565,"Palike"
NA,25050,0.668,1.52,"Palike"
NA,25053,0.726,1.235,"Palike"
NA,25055,1.017,1.686,"Palike"
NA,25061,0.672,1.342,"Palike"
NA,25062,0.609,1.443,"Palike"
NA,25066,0.879,1.503,"Palike"
NA,25073,0.394,1.416,"Palike"
NA,25078,0.633,1.467,"Palike"
NA,25081,0.491,1.601,"Palike"
NA,25081,0.529,1.492,"Palike"
NA,25082,0.364,1.433,"Palike"
NA,25087,0.846,1.668,"Palike"
NA,25093,0.343,1.512,"Palike"
NA,25096,0.663,1.374,"Palike"
NA,25101,0.679,1.602,"Palike"
NA,25102,0.319,1.489,"Palike"
NA,25104,0.508,1.555,"Palike"
NA,25106,0.556,1.567,"Palike"
NA,25108,0.654,1.564,"Palike"
NA,25110,0.491,1.584,"Palike"
NA,25112,0.478,1.467,"Palike"
NA,25114,0.45,1.686,"Palike"
NA,25115,0.774,1.89,"Palike"
NA,25117,0.525,1.648,"Palike"
NA,25119,0.619,1.686,"Palike"
NA,25120,0.54,1.75,"Palike"
NA,25124,0.861,1.679,"Palike"
NA,25131,0.823,1.688,"Palike"
NA,25136,0.426,1.746,"Palike"
NA,25140,0.809,1.612,"Palike"
NA,25141,0.757,1.631,"Palike"
NA,25143,0.727,1.664,"Palike"
NA,25145,0.515,1.69,"Palike"
NA,25147,0.659,1.608,"Palike"
NA,25151,0.246,1.369,"Palike"
NA,25156,0.754,1.548,"Palike"
NA,25159,0.417,1.557,"Palike"
NA,25160,0.537,1.42,"Palike"
NA,25162,0.592,1.621,"Palike"
NA,25166,0.723,1.549,"Palike"
NA,25172,0.408,1.172,"Palike"
NA,25177,-0.128,1.701,"Palike"
NA,25183,0.528,1.365,"Palike"
NA,25186,0.443,1.403,"Palike"
NA,25188,0.522,1.286,"Palike"
NA,25190,0.792,1.613,"Palike"
NA,25191,0.444,1.258,"Palike"
NA,25193,0.474,1.229,"Palike"
NA,25196,0.867,1.535,"Palike"
NA,25197,0.402,1.325,"Palike"
NA,25198,0.54,1.6,"Palike"
NA,25201,0.737,1.525,"Palike"
NA,25206,0.837,1.729,"Palike"
NA,25212,0.512,1.413,"Palike"
NA,25217,0.783,1.567,"Palike"
NA,25220,0.591,1.239,"Palike"
NA,25222,0.704,1.402,"Palike"
NA,25226,0.772,1.607,"Palike"
NA,25229,0.659,1.479,"Palike"
NA,25230,0.51,1.5,"Palike"
NA,25231,0.547,1.496,"Palike"
NA,25233,0.576,1.58,"Palike"
NA,25235,0.567,1.51,"Palike"
NA,25235,0.669,1.8,"Palike"
NA,25236,0.501,1.463,"Palike"
NA,25238,0.554,1.486,"Palike"
NA,25241,0.421,1.355,"Palike"
NA,25247,0.415,1.343,"Palike"
NA,25253,0.661,1.494,"Palike"
NA,25260,0.617,1.408,"Palike"
NA,25266,0.206,1.202,"Palike"
NA,25274,0.559,1.333,"Palike"
NA,25280,0.389,1.318,"Palike"
NA,25286,0.098,0.873,"Palike"
NA,25286,0.29,1.59,"Palike"
NA,25288,0.5,1.517,"Palike"
NA,25294,0.604,1.508,"Palike"
NA,25302,0.582,1.484,"Palike"
NA,25304,0.518,1.302,"Palike"
NA,25306,0.483,1.326,"Palike"
NA,25307,0.696,1.653,"Palike"
NA,25310,0.285,1.425,"Palike"
NA,25311,0.167,1.27,"Palike"
NA,25314,0.541,1.384,"Palike"
NA,25319,0.64,1.526,"Palike"
NA,25326,0.697,1.465,"Palike"
NA,25331,0.213,1.482,"Palike"
NA,25332,0.6,1.75,"Palike"
NA,25334,0.347,1.525,"Palike"
NA,25337,0.569,1.404,"Palike"
NA,25340,0.3,1.283,"Palike"
NA,25343,0.628,1.483,"Palike"
NA,25350,0.481,1.292,"Palike"
NA,25354,0.298,1.259,"Palike"
NA,25356,0.32,1.303,"Palike"
NA,25361,0.291,1.261,"Palike"
NA,25365,0.349,1.348,"Palike"
NA,25369,0.509,1.544,"Palike"
NA,25369,0.026,NA,"Palike"
NA,25370,0.519,1.544,"Palike"
NA,25376,0.382,1.367,"Palike"
NA,25380,0.409,1.257,"Palike"
NA,25387,0.544,1.352,"Palike"
NA,25393,0.595,1.413,"Palike"
NA,25400,0.584,1.471,"Palike"
NA,25405,0.038,1.427,"Palike"
NA,25411,0.802,1.54,"Palike"
NA,25419,0.415,1.441,"Palike"
NA,25420,0.45,1.54,"Palike"
NA,25427,0.525,1.417,"Palike"
NA,25432,0.777,1.518,"Palike"
NA,25439,0.543,1.552,"Palike"
NA,25446,0.544,1.294,"Palike"
NA,25448,0.314,1.296,"Palike"
NA,25452,0.795,1.482,"Palike"
NA,25456,0.738,1.55,"Palike"
NA,25464,0.685,1.565,"Palike"
NA,25468,0.596,1.345,"Palike"
NA,25471,0.529,1.608,"Palike"
NA,25477,0.376,1.274,"Palike"
NA,25481,0.662,1.499,"Palike"
NA,25485,0.783,1.678,"Palike"
NA,25487,0.687,1.908,"Palike"
NA,25491,0.636,1.581,"Palike"
NA,25499,0.919,1.724,"Palike"
NA,25506,0.685,1.695,"Palike"
NA,25509,0.983,1.531,"Palike"
NA,25512,0.675,1.982,"Palike"
NA,25514,0.728,1.535,"Palike"
NA,25516,0.722,1.446,"Palike"
NA,25516,0.803,1.685,"Palike"
NA,25521,0.912,1.77,"Palike"
NA,25521,0.682,1.893,"Palike"
NA,25528,0.792,1.688,"Palike"
NA,25528,0.912,1.714,"Palike"
NA,25534,0.835,1.622,"Palike"
NA,25534,0.692,1.647,"Palike"
NA,25535,0.69,1.68,"Palike"
NA,25539,0.789,1.71,"Palike"
NA,25539,0.79,1.731,"Palike"
NA,25549,0.895,1.844,"Palike"
NA,25556,0.988,1.673,"Palike"
NA,25562,0.38,1.724,"Palike"
NA,25567,0.656,1.632,"Palike"
NA,25575,0.908,1.734,"Palike"
NA,25583,1.014,1.71,"Palike"
NA,25586,0.982,1.54,"Palike"
NA,25588,0.948,1.511,"Palike"
NA,25592,0.914,1.696,"Palike"
NA,25592,0.76,1.63,"Palike"
NA,25599,0.983,1.865,"Palike"
NA,25603,0.815,1.473,"Palike"
NA,25607,0.963,1.786,"Palike"
NA,25614,0.928,1.781,"Palike"
NA,25621,0.578,1.763,"Palike"
NA,25627,0.835,1.44,"Palike"
NA,25632,0.563,1.603,"Palike"
NA,25634,0.555,1.436,"Palike"
NA,25636,0.623,1.487,"Palike"
NA,25640,0.45,1.362,"Palike"
NA,25645,0.659,1.493,"Palike"
NA,25650,0.797,1.73,"Palike"
NA,25654,0.848,1.661,"Palike"
NA,25672,0.85,1.459,"Palike"
NA,25675,0.554,1.552,"Palike"
NA,25677,0.568,1.365,"Palike"
NA,25679,0.495,1.436,"Palike"
NA,25681,0.459,1.359,"Palike"
NA,25683,0.425,1.403,"Palike"
NA,25685,0.471,1.239,"Palike"
NA,25687,0.87,1.84,"Palike"
NA,25689,0.957,1.405,"Palike"
NA,25692,0.188,1.428,"Palike"
NA,25696,0.749,1.944,"Palike"
NA,25703,0.645,1.811,"Palike"
NA,25707,0.534,1.207,"Palike"
NA,25708,0.397,1.581,"Palike"
NA,25710,0.713,1.69,"Palike"
NA,25712,0.324,1.589,"Palike"
NA,25716,0.703,1.578,"Palike"
NA,25717,0.382,1.261,"Palike"
NA,25718,0.34,1.75,"Palike"
NA,25720,0.741,1.783,"Palike"
NA,25722,0.543,1.545,"Palike"
NA,25723,0.524,1.326,"Palike"
NA,25725,0.583,1.309,"Palike"
NA,25726,0.617,1.3,"Palike"
NA,25728,0.703,1.456,"Palike"
NA,25729,0.452,1.527,"Palike"
NA,25731,0.508,1.396,"Palike"
NA,25732,0.417,1.282,"Palike"
NA,25734,0.45,1.61,"Palike"
NA,25735,-0.15,1.46,"Palike"
NA,25735,0.319,1.813,"Palike"
NA,25737,0.522,1.686,"Palike"
NA,25740,0.749,1.622,"Palike"
NA,25742,0.998,1.625,"Palike"
NA,25744,0.697,1.642,"Palike"
NA,25747,0.614,1.524,"Palike"
NA,25749,0.983,1.367,"Palike"
NA,25750,0.586,1.593,"Palike"
NA,25756,0.377,1.459,"Palike"
NA,25761,0.8,1.59,"Palike"
NA,25762,0.694,1.807,"Palike"
NA,25763,1.001,1.636,"Palike"
NA,25764,0.375,1.461,"Palike"
NA,25766,1.163,1.806,"Palike"
NA,25767,0.78,NA,"Palike"
NA,25768,0.369,1.348,"Palike"
NA,25771,0.731,1.727,"Palike"
NA,25773,0.489,1.554,"Palike"
NA,25777,0.856,1.664,"Palike"
NA,25781,0.777,1.566,"Palike"
NA,25782,0.886,1.585,"Palike"
NA,25782,0.886,1.585,"Palike"
NA,25784,0.935,1.665,"Palike"
NA,25789,0.549,1.505,"Palike"
NA,25792,0.912,1.646,"Palike"
NA,25796,0.596,1.65,"Palike"
NA,25801,0.367,1.709,"Palike"
NA,25803,NA,1.77,"Palike"
NA,25803,0.444,1.641,"Palike"
NA,25811,1.06,1.827,"Palike"
NA,25820,0.817,1.725,"Palike"
NA,25824,0.808,1.554,"Palike"
NA,25829,0.775,1.868,"Palike"
NA,25833,0.836,1.589,"Palike"
NA,25836,0.789,1.684,"Palike"
NA,25842,0.434,1.286,"Palike"
NA,25845,0.545,1.469,"Palike"
NA,25852,0.878,1.669,"Palike"
NA,25856,0.82,1.83,"Palike"
NA,25860,0.908,1.747,"Palike"
NA,25868,0.341,1.7,"Palike"
NA,25876,1.084,1.829,"Palike"
NA,25885,0.878,1.926,"Palike"
NA,25893,1.01,1.686,"Palike"
NA,25897,0.858,NA,"Palike"
NA,25900,1.101,1.749,"Palike"
NA,25907,0.985,1.602,"Palike"
NA,25914,0.823,1.671,"Palike"
NA,25916,0.615,1.443,"Palike"
NA,25919,0.734,1.612,"Palike"
NA,25923,0.6,1.82,"Palike"
NA,25924,0.64,1.68,"Palike"
NA,25925,0.736,1.862,"Palike"
NA,25933,0.938,1.889,"Palike"
NA,25941,0.628,1.833,"Palike"
NA,25945,0.898,1.706,"Palike"
NA,25953,0.737,1.686,"Palike"
NA,25954,0.977,1.518,"Palike"
NA,25955,0.791,1.512,"Palike"
NA,25959,0.74,1.791,"Palike"
NA,25966,1.013,1.991,"Palike"
NA,25969,1.07,1.734,"Palike"
NA,25974,0.792,1.83,"Palike"
NA,25975,0.713,2.336,"Palike"
NA,25978,1.077,1.877,"Palike"
NA,25983,1.141,1.712,"Palike"
NA,25986,0.877,1.627,"Palike"
NA,25991,0.669,1.955,"Palike"
NA,25997,0.619,1.552,"Palike"
NA,26002,0.89,1.695,"Palike"
NA,26003,0.859,1.989,"Palike"
NA,26009,0.558,1.665,"Palike"
NA,26014,0.55,1.765,"Palike"
NA,26016,1.019,1.975,"Palike"
NA,26018,0.618,1.851,"Palike"
NA,26019,0.595,2.054,"Palike"
NA,26019,0.998,1.884,"Palike"
NA,26021,1.069,1.77,"Palike"
NA,26026,0.86,1.597,"Palike"
NA,26028,0.426,1.335,"Palike"
NA,26029,0.587,1.339,"Palike"
NA,26030,0.775,1.77,"Palike"
NA,26031,0.762,1.397,"Palike"
NA,26032,0.309,1.523,"Palike"
NA,26034,0.463,1.71,"Palike"
NA,26036,0.307,1.628,"Palike"
NA,26037,0.832,1.398,"Palike"
NA,26038,0.765,1.434,"Palike"
NA,26039,0.738,1.409,"Palike"
NA,26040,0.603,1.566,"Palike"
NA,26042,0.384,1.371,"Palike"
NA,26043,0.507,1.355,"Palike"
NA,26046,0.811,1.609,"Palike"
NA,26049,0.671,1.843,"Palike"
NA,26052,0.763,1.94,"Palike"
NA,26056,0.667,1.273,"Palike"
NA,26058,0.504,1.673,"Palike"
NA,26059,0.721,1.349,"Palike"
NA,26063,0.761,1.606,"Palike"
NA,26063,0.516,1.613,"Palike"
NA,26069,0.525,1.626,"Palike"
NA,26069,0.733,1.741,"Palike"
NA,26069,0.66,1.94,"Palike"
NA,26072,0.705,1.565,"Palike"
NA,26072,0.549,1.67,"Palike"
NA,26076,0.409,1.362,"Palike"
NA,26077,0.241,1.56,"Palike"
NA,26077,0.512,1.784,"Palike"
NA,26079,0.49,1.545,"Palike"
NA,26079,0.673,1.588,"Palike"
NA,26084,0.533,1.722,"Palike"
NA,26084,0.567,1.49,"Palike"
NA,26088,0.614,1.506,"Palike"
NA,26088,0.519,1.691,"Palike"
NA,26090,0.71,1.581,"Palike"
NA,26090,0.455,1.368,"Palike"
NA,26092,0.528,1.529,"Palike"
NA,26095,0.57,1.681,"Palike"
NA,26099,0.473,1.488,"Palike"
NA,26100,0.269,1.297,"Palike"
NA,26101,0.28,1.6,"Palike"
NA,26102,0.468,1.437,"Palike"
NA,26104,0.396,1.565,"Palike"
NA,26105,0.118,1.425,"Palike"
NA,26107,-0.034,1.436,"Palike"
NA,26109,0.555,1.366,"Palike"
NA,26110,0.618,1.343,"Palike"
NA,26112,0.608,1.351,"Palike"
NA,26114,0.672,1.354,"Palike"
NA,26117,0.612,1.314,"Palike"
NA,26119,0.166,1.409,"Palike"
NA,26120,0.4,1.66,"Palike"
NA,26121,0.232,1.483,"Palike"
NA,26124,0.113,1.4,"Palike"
NA,26126,0.286,1.63,"Palike"
NA,26129,0.027,1.652,"Palike"
NA,26131,0.37,1.797,"Palike"
NA,26137,0.913,1.557,"Palike"
NA,26150,0.524,1.572,"Palike"
NA,26157,0.803,1.638,"Palike"
NA,26163,0.934,1.714,"Palike"
NA,26165,0.86,1.91,"Palike"
NA,26168,0.617,1.555,"Palike"
NA,26172,0.735,1.815,"Palike"
NA,26179,0.69,1.73,"Palike"
NA,26183,0.701,1.885,"Palike"
NA,26188,0.462,1.47,"Palike"
NA,26190,0.666,1.825,"Palike"
NA,26193,0.59,1.654,"Palike"
NA,26198,0.628,1.56,"Palike"
NA,26205,0.689,1.516,"Palike"
NA,26209,0.784,1.695,"Palike"
NA,26212,0.7,1.697,"Palike"
NA,26214,0.488,1.454,"Palike"
NA,26216,0.794,1.588,"Palike"
NA,26218,0.518,1.383,"Palike"
NA,26223,0.488,1.594,"Palike"
NA,26227,0.84,1.727,"Palike"
NA,26229,0.481,1.446,"Palike"
NA,26232,0.543,1.877,"Palike"
NA,26233,0.575,1.858,"Palike"
NA,26235,0.502,1.63,"Palike"
NA,26239,0.824,1.465,"Palike"
NA,26239,0.904,2.143,"Palike"
NA,26240,0.722,1.493,"Palike"
NA,26243,0.813,1.681,"Palike"
NA,26247,0.727,1.543,"Palike"
NA,26250,0.972,1.781,"Palike"
NA,26255,0.686,1.776,"Palike"
NA,26259,0.883,1.791,"Palike"
NA,26265,0.988,1.575,"Palike"
NA,26266,0.715,1.159,"Palike"
NA,26268,0.966,1.45,"Palike"
NA,26269,0.877,1.678,"Palike"
NA,26270,0.78,1.7,"Palike"
NA,26271,0.86,1.622,"Palike"
NA,26272,0.777,1.66,"Palike"
NA,26273,0.84,1.667,"Palike"
NA,26275,0.554,1.735,"Palike"
NA,26276,0.65,1.452,"Palike"
NA,26280,0.663,1.833,"Palike"
NA,26285,1.046,1.971,"Palike"
NA,26290,0.485,1.746,"Palike"
NA,26293,0.93,1.617,"Palike"
NA,26297,0.77,1.801,"Palike"
NA,26299,0.898,NA,"Palike"
NA,26302,0.656,1.813,"Palike"
NA,26308,0.547,1.73,"Palike"
NA,26312,0.67,1.94,"Palike"
NA,26313,0.616,1.938,"Palike"
NA,26315,0.388,1.635,"Palike"
NA,26321,0.806,1.95,"Palike"
NA,26327,1.021,1.753,"Palike"
NA,26339,0.744,1.949,"Palike"
NA,26346,1.085,1.82,"Palike"
NA,26352,0.619,2.004,"Palike"
NA,26357,1.196,1.535,"Palike"
NA,26359,0.753,1.581,"Palike"
NA,26363,0.752,1.469,"Palike"
NA,26363,0.66,1.93,"Palike"
NA,26368,0.553,2.11,"Palike"
NA,26369,0.435,1.735,"Palike"
NA,26373,0.776,1.664,"Palike"
NA,26378,0.404,1.825,"Palike"
NA,26382,0.749,1.788,"Palike"
NA,26388,0.366,1.605,"Palike"
NA,26395,0.699,1.663,"Palike"
NA,26401,1.119,1.625,"Palike"
NA,26408,0.586,2.019,"Palike"
NA,26415,0.586,1.976,"Palike"
NA,26419,0.545,1.862,"Palike"
NA,26426,0.555,1.919,"Palike"
NA,26431,0.295,1.712,"Palike"
NA,26433,0.473,1.916,"Palike"
NA,26438,0.834,1.853,"Palike"
NA,26445,0.685,1.718,"Palike"
NA,26448,0.719,1.463,"Palike"
NA,26453,0.958,1.765,"Palike"
NA,26460,0.364,1.27,"Palike"
NA,26463,0.695,1.865,"Palike"
NA,26463,0.17,1.99,"Palike"
NA,26465,0.62,1.535,"Palike"
NA,26468,0.777,1.917,"Palike"
NA,26470,0.518,1.73,"Palike"
NA,26478,0.354,1.198,"Palike"
NA,26485,0.467,1.516,"Palike"
NA,26490,0.754,1.338,"Palike"
NA,26492,0.96,1.423,"Palike"
NA,26494,0.717,1.33,"Palike"
NA,26499,0.293,1.593,"Palike"
NA,26505,0.35,2.04,"Palike"
NA,26506,-0.003,1.487,"Palike"
NA,26509,0.436,1.615,"Palike"
NA,26516,0.655,1.579,"Palike"
NA,26520,0.273,1.383,"Palike"
NA,26520,0.452,1.25,"Palike"
NA,26524,0.875,1.915,"Palike"
NA,26526,0.351,1.885,"Palike"
NA,26526,0.499,1.951,"Palike"
NA,26527,0.923,2.208,"Palike"
NA,26529,0.718,1.957,"Palike"
NA,26531,0.56,1.694,"Palike"
NA,26532,0.82,1.952,"Palike"
NA,26532,0.729,2.014,"Palike"
NA,26532,1.143,2.093,"Palike"
NA,26534,0.65,1.78,"Palike"
NA,26535,0.801,1.899,"Palike"
NA,26535,0.63,1.863,"Palike"
NA,26542,0.922,1.942,"Palike"
NA,26542,0.868,2.056,"Palike"
NA,26542,0.55,2.151,"Palike"
NA,26545,0.571,1.629,"Palike"
NA,26550,0.908,1.866,"Palike"
NA,26551,0.481,1.873,"Palike"
NA,26551,0.758,1.751,"Palike"
NA,26556,0.46,2.031,"Palike"
NA,26559,0.609,2.28,"Palike"
NA,26563,0.8,1.67,"Palike"
NA,26566,0.63,2.015,"Palike"
NA,26566,0.55,NA,"Palike"
NA,26572,0.378,1.618,"Palike"
NA,26575,0.305,1.795,"Palike"
NA,26577,0.646,1.628,"Palike"
NA,26584,0.801,1.85,"Palike"
NA,26584,0.643,1.976,"Palike"
NA,26587,0.543,1.303,"Palike"
NA,26591,0.213,1.246,"Palike"
NA,26592,0.663,2.115,"Palike"
NA,26594,0.228,1.374,"Palike"
NA,26598,0.479,1.624,"Palike"
NA,26598,0.461,2.061,"Palike"
NA,26600,0.213,1.965,"Palike"
NA,26602,0.54,2.256,"Palike"
NA,26602,0.196,2.205,"Palike"
NA,26602,0.445,1.948,"Palike"
NA,26606,0.971,2.095,"Palike"
NA,26607,0.701,2.239,"Palike"
NA,26607,0.861,2.194,"Palike"
NA,26607,0.722,1.833,"Palike"
NA,26611,0.931,2.327,"Palike"
NA,26611,0.636,2.151,"Palike"
NA,26612,0.941,2,"Palike"
NA,26614,0.808,1.844,"Palike"
NA,26615,0.42,2.054,"Palike"
NA,26616,0.787,1.781,"Palike"
NA,26623,0.752,1.564,"Palike"
NA,26624,0.852,1.985,"Palike"
NA,26624,0.834,1.891,"Palike"
NA,26631,0.607,1.578,"Palike"
NA,26631,0.711,1.665,"Palike"
NA,26639,0.775,1.754,"Palike"
NA,26641,0.797,2.013,"Palike"
NA,26641,0.579,2.215,"Palike"
NA,26647,0.742,1.549,"Palike"
NA,26649,0.68,1.721,"Palike"
NA,26649,0.58,1.775,"Palike"
NA,26649,0.891,2.38,"Palike"
NA,26649,0.589,1.916,"Palike"
NA,26654,0.57,1.75,"Palike"
NA,26655,0.832,1.565,"Palike"
NA,26655,0.76,1.848,"Palike"
NA,26664,0.712,1.874,"Palike"
NA,26664,0.623,2.15,"Palike"
NA,26664,0.58,1.673,"Palike"
NA,26669,0.49,1.443,"Palike"
NA,26672,0.916,1.731,"Palike"
NA,26672,0.545,1.517,"Palike"
NA,26675,0.736,1.631,"Palike"
NA,26675,0.615,1.599,"Palike"
NA,26679,0.641,1.996,"Palike"
NA,26679,0.541,2.126,"Palike"
NA,26679,0.622,1.861,"Palike"
NA,26681,0.768,1.545,"Palike"
NA,26681,0.708,1.743,"Palike"
NA,26686,0.538,1.495,"Palike"
NA,26686,0.619,1.772,"Palike"
NA,26690,0.427,1.769,"Palike"
NA,26690,0.77,1.825,"Palike"
NA,26693,1.011,1.576,"Palike"
NA,26693,0.381,1.909,"Palike"
NA,26696,0.979,1.63,"Palike"
NA,26700,0.94,1.715,"Palike"
NA,26700,0.899,1.836,"Palike"
NA,26704,0.896,1.542,"Palike"
NA,26705,0.634,1.552,"Palike"
NA,26705,0.59,1.42,"Palike"
NA,26709,0.802,1.47,"Palike"
NA,26711,0.607,1.499,"Palike"
NA,26711,0.62,1.251,"Palike"
NA,26713,0.694,1.798,"Palike"
NA,26732,1.162,2.079,"Palike"
NA,26732,1.162,2.079,"Palike"
NA,26733,0.874,1.71,"Palike"
NA,26733,0.835,1.935,"Palike"
NA,26737,0.825,1.874,"Palike"
NA,26737,1.064,2.084,"Palike"
NA,26741,0.876,2.004,"Palike"
NA,26741,0.65,2.047,"Palike"
NA,26741,0.649,1.906,"Palike"
NA,26745,0.588,1.797,"Palike"
NA,26751,0.826,2.028,"Palike"
NA,26756,0.714,2.329,"Palike"
NA,26762,0.777,1.958,"Palike"
NA,26770,0.909,1.993,"Palike"
NA,26774,1.08,2.163,"Palike"
NA,26774,0.908,2.053,"Palike"
NA,26778,1.076,2.165,"Palike"
NA,26782,0.815,2.082,"Palike"
NA,26784,0.812,2.13,"Palike"
NA,26784,0.746,2.248,"Palike"
NA,26788,0.906,2.134,"Palike"
NA,26792,0.998,2.041,"Palike"
NA,26796,0.62,2.19,"Palike"
NA,26800,0.576,2.46,"Palike"
NA,26803,1.072,2.034,"Palike"
NA,26804,0.731,2.328,"Palike"
NA,26808,0.878,2.107,"Palike"
NA,26812,1.072,1.992,"Palike"
NA,26816,0.664,2.151,"Palike"
NA,26820,0.655,1.95,"Palike"
NA,26820,0.434,2.09,"Palike"
NA,26824,0.899,2.055,"Palike"
NA,26824,0.997,2.272,"Palike"
NA,26827,0.806,2.099,"Palike"
NA,26830,0.8,1.97,"Palike"
NA,26830,0.718,2.011,"Palike"
NA,26835,0.508,1.845,"Palike"
NA,26835,0.505,2.111,"Palike"
NA,26844,0.794,1.903,"Palike"
NA,26844,0.794,2.011,"Palike"
NA,26852,0.8,1.56,"Palike"
NA,26852,0.88,1.854,"Palike"
NA,26857,0.678,1.597,"Palike"
NA,26857,0.717,1.828,"Palike"
NA,26863,0.703,2.303,"Palike"
NA,26866,0.947,2.15,"Palike"
NA,26879,0.388,1.674,"Palike"
NA,26882,0.668,1.842,"Palike"
NA,26893,0.64,1.877,"Palike"
NA,26893,0.544,1.948,"Palike"
NA,26899,0.795,2.043,"Palike"
NA,26899,0.953,2.198,"Palike"
NA,26902,1.018,2.252,"Palike"
NA,26906,1.02,2.226,"Palike"
NA,26906,0.836,2.362,"Palike"
NA,26909,0.807,NA,"Palike"
NA,26910,0.849,2.27,"Palike"
NA,26913,1.002,2.144,"Palike"
NA,26916,0.816,2.139,"Palike"
NA,26920,0.878,1.588,"Palike"
NA,26923,0.743,1.881,"Palike"
NA,26926,0.46,1.88,"Palike"
NA,26926,0.55,1.621,"Palike"
NA,26926,0.613,1.826,"Palike"
NA,26930,0.597,1.72,"Palike"
NA,26933,0.769,1.814,"Palike"
NA,26937,0.893,1.874,"Palike"
NA,26940,0.815,1.809,"Palike"
NA,26944,0.983,1.709,"Palike"
NA,26948,0.983,1.847,"Palike"
NA,26951,0.941,1.697,"Palike"
NA,26964,0.28,1.405,"Palike"
NA,26976,0.959,1.619,"Palike"
NA,26983,0.511,1.945,"Palike"
NA,26985,0.716,1.807,"Palike"
NA,26990,0.35,1.66,"Palike"
NA,26999,0.764,1.944,"Palike"
NA,27002,0.525,1.828,"Palike"
NA,27002,0.799,1.904,"Palike"
NA,27009,0.871,2.07,"Palike"
NA,27010,0.583,2.075,"Palike"
NA,27010,0.643,2.098,"Palike"
NA,27014,0.847,2.117,"Palike"
NA,27021,0.858,1.705,"Palike"
NA,27024,0.678,2.284,"Palike"
NA,27027,0.491,2.05,"Palike"
NA,27027,0.666,2.28,"Palike"
NA,27027,0.666,2.28,"Palike"
NA,27027,0.666,2.28,"Palike"
NA,27027,0.666,2.28,"Palike"
NA,27027,0.666,2.28,"Palike"
NA,27027,0.87,2.032,"Palike"
NA,27031,0.887,2.169,"Palike"
NA,27031,0.81,2.041,"Palike"
NA,27035,0.55,1.98,"Palike"
NA,27043,0.644,1.994,"Palike"
NA,27043,0.732,1.983,"Palike"
NA,27056,0.577,1.861,"Palike"
NA,27068,0.587,1.756,"Palike"
NA,27082,0.629,1.713,"Palike"
NA,27090,0.596,2.012,"Palike"
NA,27091,0.593,2.108,"Palike"
NA,27096,0.772,1.961,"Palike"
NA,27102,0.449,2.071,"Palike"
NA,27104,0.67,2.033,"Palike"
NA,27110,0.821,1.901,"Palike"
NA,27123,0.51,2,"Palike"
NA,27127,0.967,2.277,"Palike"
NA,27133,1.095,2.044,"Palike"
NA,27141,0.796,1.967,"Palike"
NA,27154,0.468,1.715,"Palike"
NA,27159,NA,1.71,"Palike"
NA,27170,0.58,2.163,"Palike"
NA,27183,0.493,2.006,"Palike"
NA,27194,0.644,1.829,"Palike"
NA,27202,0.93,1.682,"Palike"
NA,27206,0.53,1.63,"Palike"
NA,27207,0.537,1.901,"Palike"
NA,27209,0.421,1.905,"Palike"
NA,27210,0.45,2.087,"Palike"
NA,27210,0.541,2.062,"Palike"
NA,27214,0.523,1.956,"Palike"
NA,27216,0.614,1.91,"Palike"
NA,27218,0.843,1.865,"Palike"
NA,27221,0.658,2.077,"Palike"
NA,27224,0.752,1.765,"Palike"
NA,27225,0.61,1.68,"Palike"
NA,27228,0.258,1.771,"Palike"
NA,27235,0.01,1.686,"Palike"
NA,27238,0.339,1.853,"Palike"
NA,27244,0.456,1.382,"Palike"
NA,27245,0.594,1.463,"Palike"
NA,27250,0.392,1.475,"Palike"
NA,27257,0.574,1.513,"Palike"
NA,27260,0.685,2.044,"Palike"
NA,27264,0.649,1.984,"Palike"
NA,27271,0.579,1.421,"Palike"
NA,27275,0.417,1.306,"Palike"
NA,27283,0.613,1.92,"Palike"
NA,27296,0.566,1.929,"Palike"
NA,27296,0.546,1.789,"Palike"
NA,27300,0.374,2.023,"Palike"
NA,27302,0.38,1.44,"Palike"
NA,27303,0.32,1.987,"Palike"
NA,27307,0.404,2.098,"Palike"
NA,27308,0.43,NA,"Palike"
NA,27310,0.434,1.993,"Palike"
NA,27314,0.447,1.779,"Palike"
NA,27318,0.431,1.686,"Palike"
