"depth","age","d13c","d18o","auth"
NA,32377,1.065,1.7,"Palike"
NA,32384,0.941,1.64,"Palike"
NA,32391,0.98,1.62,"Palike"
NA,32396,0.85,1.89,"Palike"
NA,32399,0.846,1.46,"Palike"
NA,32403,0.65,1.63,"Palike"
NA,32405,0.784,1.72,"Palike"
NA,32408,0.871,1.67,"Palike"
NA,32410,0.858,1.82,"Palike"
NA,32410,0.764,1.8,"Palike"
NA,32413,1.02,1.76,"Palike"
NA,32417,0.98,1.63,"Palike"
NA,32417,0.98,1.63,"Palike"
NA,32422,0.92,1.67,"Palike"
NA,32424,0.827,1.48,"Palike"
NA,32426,0.969,1.46,"Palike"
NA,32427,0.833,1.63,"Palike"
NA,32428,0.856,1.6,"Palike"
NA,32429,0.84,1.71,"Palike"
NA,32431,0.8,1.71,"Palike"
NA,32432,0.81,1.52,"Palike"
NA,32433,0.949,1.64,"Palike"
NA,32436,0.967,1.61,"Palike"
NA,32441,0.939,1.647,"Palike"
NA,32441,0.939,1.65,"Palike"
NA,32443,0.777,1.52,"Palike"
NA,32444,0.893,1.45,"Palike"
NA,32446,0.975,1.69,"Palike"
NA,32450,0.9,1.57,"Palike"
NA,32451,0.849,1.74,"Palike"
NA,32451,0.689,1.65,"Palike"
NA,32454,0.917,1.9,"Palike"
NA,32457,0.909,1.52,"Palike"
NA,32459,0.967,1.56,"Palike"
NA,32462,0.888,1.63,"Palike"
NA,32462,0.888,1.628,"Palike"
NA,32464,0.914,1.62,"Palike"
NA,32465,0.738,1.61,"Palike"
NA,32466,0.901,1.69,"Palike"
NA,32467,0.851,1.65,"Palike"
NA,32468,0.861,1.7,"Palike"
NA,32469,0.836,1.72,"Palike"
NA,32470,0.914,1.76,"Palike"
NA,32471,0.929,1.66,"Palike"
NA,32478,0.765,1.44,"Palike"
NA,32478,0.765,NA,"Palike"
NA,32483,0.76,1.43,"Palike"
NA,32483,0.883,1.5,"Palike"
NA,32484,0.7,1.54,"Palike"
NA,32485,0.763,1.55,"Palike"
NA,32486,0.831,1.72,"Palike"
NA,32487,0.718,1.71,"Palike"
NA,32488,0.552,1.68,"Palike"
NA,32490,0.812,1.85,"Palike"
NA,32492,0.771,1.61,"Palike"
NA,32493,1.022,1.77,"Palike"
NA,32494,0.917,1.53,"Palike"
NA,32498,0.772,1.74,"Palike"
NA,32498,0.772,1.738,"Palike"
NA,32500,0.859,1.52,"Palike"
NA,32503,0.731,1.5,"Palike"
NA,32505,0.742,1.54,"Palike"
NA,32507,0.688,1.31,"Palike"
NA,32508,0.914,1.7,"Palike"
NA,32512,0.793,1.65,"Palike"
NA,32513,0.704,1.37,"Palike"
NA,32517,0.918,1.74,"Palike"
NA,32520,0.946,1.78,"Palike"
NA,32524,0.93,1.61,"Palike"
NA,32526,0.745,1.59,"Palike"
NA,32526,0.745,1.585,"Palike"
NA,32532,0.996,1.87,"Palike"
NA,32538,0.88,1.74,"Palike"
NA,32540,0.834,1.72,"Palike"
NA,32542,0.797,1.73,"Palike"
NA,32544,0.862,1.74,"Palike"
NA,32546,0.941,1.72,"Palike"
NA,32548,0.916,1.74,"Palike"
NA,32552,0.809,1.46,"Palike"
NA,32557,0.69,1.43,"Palike"
NA,32559,0.739,1.64,"Palike"
NA,32559,0.739,1.643,"Palike"
NA,32560,0.776,1.61,"Palike"
NA,32562,0.586,1.48,"Palike"
NA,32564,0.821,1.48,"Palike"
NA,32566,0.774,1.66,"Palike"
NA,32568,0.801,1.61,"Palike"
NA,32572,0.714,1.56,"Palike"
NA,32575,0.623,1.59,"Palike"
NA,32577,0.709,1.65,"Palike"
NA,32581,0.833,1.53,"Palike"
NA,32588,0.788,1.59,"Palike"
NA,32588,0.788,1.589,"Palike"
NA,32593,0.598,1.3,"Palike"
NA,32599,0.716,1.53,"Palike"
NA,32604,0.77,1.72,"Palike"
NA,32605,0.958,1.69,"Palike"
NA,32607,0.88,1.63,"Palike"
NA,32611,0.808,1.63,"Palike"
NA,32617,0.879,1.55,"Palike"
NA,32621,1.097,1.74,"Palike"
NA,32622,0.996,1.58,"Palike"
NA,32625,1.135,1.688,"Palike"
NA,32625,1.135,1.69,"Palike"
NA,32630,1.118,1.66,"Palike"
NA,32631,1.162,1.58,"Palike"
NA,32633,0.967,1.68,"Palike"
NA,32635,0.886,1.6,"Palike"
NA,32636,0.976,1.83,"Palike"
NA,32638,1.033,1.87,"Palike"
NA,32640,1.013,1.85,"Palike"
NA,32642,0.993,1.57,"Palike"
NA,32646,0.803,1.7,"Palike"
NA,32651,1.057,1.793,"Palike"
NA,32651,1.057,1.79,"Palike"
NA,32658,1.152,1.78,"Palike"
NA,32664,0.978,1.54,"Palike"
NA,32671,0.811,1.55,"Palike"
NA,32678,1.003,1.78,"Palike"
NA,32683,0.93,1.5,"Palike"
NA,32691,0.898,1.69,"Palike"
NA,32695,0.838,1.79,"Palike"
NA,32700,0.889,1.65,"Palike"
NA,32708,0.739,1.34,"Palike"
NA,32713,0.989,1.544,"Palike"
NA,32713,0.989,1.54,"Palike"
NA,32715,0.75,1.37,"Palike"
NA,32726,0.971,1.74,"Palike"
NA,32731,0.936,1.887,"Palike"
NA,32731,0.936,1.89,"Palike"
NA,32734,0.988,1.88,"Palike"
NA,32741,1.026,1.91,"Palike"
NA,32749,1.091,1.8,"Palike"
NA,32754,1.072,1.58,"Palike"
NA,32756,0.938,1.688,"Palike"
NA,32756,0.938,1.69,"Palike"
NA,32758,0.805,1.77,"Palike"
NA,32760,0.931,1.6,"Palike"
NA,32762,0.952,1.96,"Palike"
NA,32764,0.957,1.74,"Palike"
NA,32766,0.962,1.668,"Palike"
NA,32766,0.962,1.67,"Palike"
NA,32773,1.324,1.77,"Palike"
NA,32780,1.372,1.76,"Palike"
NA,32786,1.06,1.73,"Palike"
NA,32794,1.045,1.7,"Palike"
NA,32798,0.842,1.635,"Palike"
NA,32798,0.842,1.64,"Palike"
NA,32801,1.065,1.73,"Palike"
NA,32807,1.141,1.89,"Palike"
NA,32824,0.863,1.83,"Palike"
NA,32828,1.123,1.731,"Palike"
NA,32828,1.123,1.73,"Palike"
NA,32830,1.176,1.66,"Palike"
NA,32835,0.91,1.54,"Palike"
NA,32841,1.038,1.54,"Palike"
NA,32844,1.1,1.65,"Palike"
NA,32844,1.1,1.65,"Palike"
NA,32846,1.06,1.79,"Palike"
NA,32849,1.141,1.86,"Palike"
NA,32855,1.118,1.57,"Palike"
NA,32861,1.164,1.63,"Palike"
NA,32871,0.817,1.587,"Palike"
NA,32871,0.817,1.587,"Palike"
NA,32871,0.817,1.59,"Palike"
NA,32871,0.9,1.54,"Palike"
NA,32876,1.08,1.42,"Palike"
NA,32878,0.88,1.69,"Palike"
NA,32880,0.94,1.64,"Palike"
NA,32880,0.76,1.58,"Palike"
NA,32882,0.896,1.65,"Palike"
NA,32882,1,1.89,"Palike"
NA,32885,0.95,1.87,"Palike"
NA,32885,0.95,1.87,"Palike"
NA,32890,1.09,1.86,"Palike"
NA,32894,0.96,1.87,"Palike"
NA,32900,1.17,1.71,"Palike"
NA,32908,1.12,1.71,"Palike"
NA,32911,0.9,1.78,"Palike"
NA,32911,0.9,1.78,"Palike"
NA,32913,1.21,1.68,"Palike"
NA,32915,1.1,1.59,"Palike"
NA,32916,1.09,1.62,"Palike"
NA,32916,1.117,1.64,"Palike"
NA,32924,0.98,1.66,"Palike"
NA,32924,0.98,1.66,"Palike"
NA,32931,1,1.68,"Palike"
NA,32935,0.84,1.74,"Palike"
NA,32939,NA,1.64,"Palike"
NA,32941,1,1.68,"Palike"
NA,32942,0.98,1.56,"Palike"
NA,32942,0.98,1.56,"Palike"
NA,32947,0.75,1.45,"Palike"
NA,32952,0.89,1.4,"Palike"
NA,32964,0.9,1.44,"Palike"
NA,32972,1.03,1.57,"Palike"
NA,32975,1,1.41,"Palike"
NA,32975,1,1.41,"Palike"
NA,32979,0.9,1.63,"Palike"
NA,32983,1.01,1.56,"Palike"
NA,32990,0.96,1.49,"Palike"
NA,33000,1.06,1.51,"Palike"
NA,33007,1.19,1.84,"Palike"
NA,33015,1.02,1.66,"Palike"
NA,33020,1.05,1.78,"Palike"
NA,33025,0.98,1.6,"Palike"
NA,33027,1.02,1.68,"Palike"
NA,33029,1.03,1.55,"Palike"
NA,33029,1.03,1.55,"Palike"
NA,33031,1.01,1.58,"Palike"
NA,33035,1.01,1.44,"Palike"
NA,33043,1.07,1.51,"Palike"
NA,33047,0.98,1.69,"Palike"
NA,33053,1.01,1.64,"Palike"
NA,33053,1.01,1.64,"Palike"
NA,33061,0.87,1.53,"Palike"
NA,33070,1,1.52,"Palike"
NA,33078,0.84,1.4,"Palike"
NA,33087,1.02,1.43,"Palike"
NA,33093,1.03,1.48,"Palike"
NA,33093,1.03,1.48,"Palike"
NA,33098,0.91,1.51,"Palike"
NA,33103,0.93,1.55,"Palike"
NA,33112,0.96,1.65,"Palike"
NA,33118,0.8,1.57,"Palike"
NA,33126,1.12,1.64,"Palike"
NA,33136,1.08,1.81,"Palike"
NA,33136,1.08,NA,"Palike"
NA,33145,1.09,1.68,"Palike"
NA,33154,1.09,1.54,"Palike"
NA,33163,1.14,1.68,"Palike"
NA,33172,1.13,1.55,"Palike"
NA,33181,1.16,1.77,"Palike"
NA,33190,1.17,1.6,"Palike"
NA,33190,1.17,1.6,"Palike"
NA,33199,0.97,1.76,"Palike"
NA,33208,1.22,1.83,"Palike"
NA,33215,0.97,1.75,"Palike"
NA,33219,1.12,1.73,"Palike"
NA,33219,1.08,1.88,"Palike"
NA,33226,1.23,1.54,"Palike"
NA,33226,1.23,1.54,"Palike"
NA,33228,1.17,1.69,"Palike"
NA,33230,1.06,1.57,"Palike"
NA,33232,0.98,1.54,"Palike"
NA,33239,1.29,1.79,"Palike"
NA,33246,1.09,1.74,"Palike"
NA,33246,1.09,1.74,"Palike"
NA,33253,1.26,1.79,"Palike"
NA,33260,1.28,1.63,"Palike"
NA,33265,1.26,1.75,"Palike"
NA,33273,1.23,1.58,"Palike"
NA,33288,1.45,1.73,"Palike"
NA,33288,1.45,1.73,"Palike"
NA,33306,1.31,1.75,"Palike"
NA,33325,1.15,1.84,"Palike"
NA,33345,1.09,1.77,"Palike"
NA,33357,0.96,1.86,"Palike"
NA,33368,1.35,1.94,"Palike"
NA,33368,1.35,1.94,"Palike"
NA,33371,1.47,1.83,"Palike"
NA,33374,1.46,1.89,"Palike"
NA,33378,1.44,1.76,"Palike"
NA,33381,1.32,1.69,"Palike"
NA,33381,1.32,1.69,"Palike"
NA,33392,1.24,1.62,"Palike"
NA,33399,1.45,1.87,"Palike"
NA,33402,1.32,1.89,"Palike"
NA,33405,1.31,1.77,"Palike"
NA,33409,1.31,1.86,"Palike"
NA,33409,1.31,1.86,"Palike"
NA,33413,1.237,1.77,"Palike"
NA,33418,1.36,1.78,"Palike"
NA,33421,1.37,1.62,"Palike"
NA,33425,1.28,1.65,"Palike"
NA,33432,1.18,1.67,"Palike"
NA,33439,1.13,1.84,"Palike"
NA,33439,NA,1.84,"Palike"
NA,33441,1.44,1.85,"Palike"
NA,33443,1.52,1.81,"Palike"
NA,33447,1.43,1.69,"Palike"
NA,33449,1.43,1.66,"Palike"
NA,33449,1.43,1.66,"Palike"
NA,33451,1.32,1.89,"Palike"
NA,33453,1.2,1.81,"Palike"
NA,33454,1.409,1.87,"Palike"
NA,33455,1.46,1.82,"Palike"
NA,33456,1.408,1.93,"Palike"
NA,33456,1.408,1.931,"Palike"
NA,33457,1.37,1.88,"Palike"
NA,33458,1.387,1.77,"Palike"
NA,33460,1.25,1.71,"Palike"
NA,33460,1.25,1.71,"Palike"
NA,33461,1.271,1.8,"Palike"
NA,33463,1.32,1.61,"Palike"
NA,33463,1.461,1.78,"Palike"
NA,33465,1.423,1.9,"Palike"
NA,33467,1.491,1.83,"Palike"
NA,33467,1.491,1.833,"Palike"
NA,33469,1.372,1.76,"Palike"
NA,33472,1.214,1.52,"Palike"
NA,33480,1.312,1.65,"Palike"
NA,33485,1.325,1.87,"Palike"
NA,33488,1.343,1.66,"Palike"
NA,33488,1.343,1.665,"Palike"
NA,33491,1.353,1.76,"Palike"
NA,33493,1.509,1.93,"Palike"
NA,33495,1.426,1.76,"Palike"
NA,33500,1.273,1.72,"Palike"
NA,33509,1.346,1.7,"Palike"
NA,33509,1.346,1.701,"Palike"
NA,33511,1.356,1.8,"Palike"
NA,33513,1.36,1.64,"Palike"
NA,33515,1.48,1.55,"Palike"
NA,33517,1.417,1.67,"Palike"
NA,33519,1.293,1.6,"Palike"
NA,33527,1.272,1.85,"Palike"
NA,33527,1.272,1.853,"Palike"
NA,33536,1.29,1.89,"Palike"
NA,33546,1.242,1.75,"Palike"
NA,33554,1.408,1.72,"Palike"
NA,33555,1.437,1.74,"Palike"
NA,33557,1.51,1.78,"Palike"
NA,33557,1.437,1.736,"Palike"
NA,33558,1.363,1.77,"Palike"
NA,33560,1.473,2.01,"Palike"
NA,33561,1.39,1.81,"Palike"
NA,33563,1.497,2.04,"Palike"
NA,33565,1.391,1.83,"Palike"
NA,33565,1.497,2.036,"Palike"
NA,33567,1.459,1.76,"Palike"
NA,33568,1.496,2.05,"Palike"
NA,33572,1.288,1.96,"Palike"
NA,33578,1.533,1.9,"Palike"
NA,33581,1.413,1.88,"Palike"
NA,33581,1.533,1.899,"Palike"
NA,33587,1.387,1.71,"Palike"
NA,33591,1.512,1.82,"Palike"
NA,33593,1.56,1.85,"Palike"
NA,33595,1.56,1.98,"Palike"
NA,33596,1.629,1.95,"Palike"
NA,33596,1.56,1.982,"Palike"
NA,33598,1.481,2.04,"Palike"
NA,33599,1.572,1.91,"Palike"
NA,33601,1.668,1.92,"Palike"
NA,33603,1.564,2.14,"Palike"
NA,33604,1.662,2.02,"Palike"
NA,33604,1.564,NA,"Palike"
NA,33606,1.649,1.85,"Palike"
NA,33607,1.553,2.09,"Palike"
NA,33609,1.566,1.9,"Palike"
NA,33611,1.503,1.87,"Palike"
NA,33612,1.623,1.74,"Palike"
NA,33612,1.503,1.871,"Palike"
NA,33614,1.426,1.83,"Palike"
NA,33616,1.437,2.06,"Palike"
NA,33618,1.666,2.01,"Palike"
NA,33620,1.459,1.83,"Palike"
NA,33622,1.675,1.88,"Palike"
NA,33622,1.675,1.884,"Palike"
NA,33623,1.519,1.91,"Palike"
NA,33625,1.541,1.86,"Palike"
NA,33627,1.624,1.95,"Palike"
NA,33631,1.402,1.73,"Palike"
NA,33631,1.402,NA,"Palike"
NA,33632,1.53,1.89,"Palike"
NA,33634,1.553,1.77,"Palike"
NA,33636,1.523,1.94,"Palike"
NA,33638,1.477,2.03,"Palike"
NA,33640,1.488,1.88,"Palike"
NA,33640,1.488,1.877,"Palike"
NA,33642,1.726,2.05,"Palike"
NA,33644,1.765,2.03,"Palike"
NA,33645,1.548,1.81,"Palike"
NA,33647,1.514,1.89,"Palike"
NA,33649,1.636,1.95,"Palike"
NA,33649,1.636,1.945,"Palike"
NA,33651,1.433,2,"Palike"
NA,33653,1.28,1.98,"Palike"
NA,33655,1.375,1.86,"Palike"
NA,33656,1.472,1.83,"Palike"
NA,33658,1.56,1.8,"Palike"
NA,33660,1.352,1.94,"Palike"
NA,33664,1.317,1.97,"Palike"
NA,33668,1.17,1.8,"Palike"
NA,33673,1.251,1.9,"Palike"
NA,33673,1.251,1.899,"Palike"
NA,33676,1.029,1.79,"Palike"
NA,33680,1.062,1.48,"Palike"
NA,33682,1.062,1.46,"Palike"
NA,33684,1.05,1.63,"Palike"
NA,33684,1.05,1.626,"Palike"
NA,33686,1.246,1.56,"Palike"
NA,33688,1.257,1.41,"Palike"
NA,33690,1.189,1.39,"Palike"
NA,33692,1.142,1.44,"Palike"
NA,33695,1.329,1.45,"Palike"
NA,33695,1.329,1.445,"Palike"
NA,33697,1.074,1.36,"Palike"
NA,33699,1.31,1.39,"Palike"
NA,33702,1.075,1.18,"Palike"
NA,33703,0.962,1.04,"Palike"
NA,33703,1.076,1.184,"Palike"
NA,33706,0.937,1.2,"Palike"
NA,33710,1.154,1.19,"Palike"
NA,33710,1.154,1.185,"Palike"
NA,33714,1.11,1.31,"Palike"
NA,33718,1.288,1.34,"Palike"
NA,33722,1.297,1.26,"Palike"
NA,33725,1.176,1.1,"Palike"
NA,33729,1.279,1.22,"Palike"
NA,33733,1.087,1.15,"Palike"
NA,33733,1.087,1.153,"Palike"
NA,33737,1.209,1.23,"Palike"
NA,33741,1.141,1.21,"Palike"
NA,33745,0.879,0.98,"Palike"
NA,33748,0.935,1.13,"Palike"
NA,33752,0.976,1.01,"Palike"
NA,33752,0.976,1.011,"Palike"
NA,33756,0.832,1.11,"Palike"
NA,33760,1.027,1.37,"Palike"
NA,33767,1.091,1.23,"Palike"
NA,33769,0.844,1.189,"Palike"
NA,33769,0.844,1.19,"Palike"
NA,33773,1.018,1.11,"Palike"
NA,33775,0.954,1.28,"Palike"
NA,33780,1.231,1.49,"Palike"
NA,33780,0.9,1.17,"Palike"
NA,33780,1.231,1.492,"Palike"
NA,33786,1.175,1.22,"Palike"
NA,33787,1.369,1.48,"Palike"
NA,33791,1.176,1.21,"Palike"
NA,33794,1.235,1.31,"Palike"
NA,33800,0.927,1.2,"Palike"
NA,33800,0.927,1.2,"Palike"
NA,33807,1.069,1.44,"Palike"
NA,33811,1.069,1.442,"Palike"
NA,33811,0.718,1.22,"Palike"
NA,33814,0.957,1.1,"Palike"
NA,33821,1.003,1.07,"Palike"
NA,33827,1.066,1.3,"Palike"
NA,33833,0.984,1.249,"Palike"
NA,33833,0.984,1.25,"Palike"
NA,33841,1.025,1.21,"Palike"
NA,33843,0.857,1.2,"Palike"
NA,33846,0.969,1.38,"Palike"
NA,33852,1.205,1.25,"Palike"
NA,33858,1.025,1.02,"Palike"
NA,33866,1.134,1.38,"Palike"
NA,33866,1.134,1.375,"Palike"
NA,33874,1.032,1.2,"Palike"
NA,33884,1.238,1.11,"Palike"
NA,33884,1.238,1.108,"Palike"
NA,33895,0.973,1.22,"Palike"
NA,33905,1.048,1.13,"Palike"
NA,33915,1.009,1.04,"Palike"
NA,33928,0.993,0.8,"Palike"
NA,33946,0.671,0.9,"Palike"
